600989,宝丰能源
002493,荣盛石化
603260,合盛硅业
300003,乐普医疗
601727,上海电气
600547,山东黄金
300024,机器人
600089,特变电工
002466,天齐锂业
002411,延安必康
000876,新希望
300408,三环集团
601901,方正证券
600498,烽火通信
000100,TCL科技
000703,恒逸石化
601877,正泰电器
002024,苏宁易购
600297,广汇汽车
002044,美年健康
603799,华友钴业
601212,白银有色
600489,中金黄金
000725,京东方Ａ
002555,三七互娱
000963,华东医药
002714,牧原股份
603160,汇顶科技
600299,安迪苏
002916,深南电路
300122,智飞生物
600398,海澜之家
601899,紫金矿业
600118,中国卫星
002773,康弘药业
600276,恒瑞医药
002739,万达电影
002010,传化智联
600038,中直股份
002602,世纪华通
300015,爱尔眼科
002624,完美世界
002460,赣锋锂业
300124,汇川技术
000413,东旭光电
002294,信立泰
603993,洛阳钼业
002475,立讯精密
600867,通化东宝
601607,上海医药
002607,中公教育
000625,长安汽车
002120,韵达股份
603259,药明康德
600655,豫园股份
600028,中国石化
300142,沃森生物
300070,碧水源
300144,宋城演艺
002422,科伦药业
600583,海油工程
600332,白云山
601698,中国卫通
600027,华电国际
601933,永辉超市
600968,海油发展
002241,歌尔股份
600436,片仔癀
600663,陆家嘴
002468,申通快递
601288,农业银行
603156,养元饮品
002050,三花智控
603288,海天味业
600085,同仁堂
600233,圆通速递
600482,中国动力
002153,石基信息
601766,中国中车
002938,鹏鼎控股
601633,长城汽车
600196,复星医药
000661,长春高新
300347,泰格医药
600977,中国电影
601988,中国银行
600848,上海临港
600023,浙能电力
600016,民生银行
000423,东阿阿胶
600177,雅戈尔
002179,中航光电
600516,方大炭素
601398,工商银行
600795,国电电力
601328,交通银行
601857,中国石油
600535,天士力
002252,上海莱士
000538,云南白药
601138,工业富联
002558,巨人网络
601888,中国国旅
600025,华能水电
600674,川投能源
000895,双汇发展
600760,中航沈飞
600153,建发股份
600998,九州通
601298,青岛港
002001,新和成
600566,济川药业
600309,万华化学
300017,网宿科技
000723,美锦能源
002007,华兰生物
601828,美凯龙
601939,建设银行
600406,国电南瑞
002601,龙蟒佰利
600011,华能国际
603986,兆易创新
600015,华夏银行
600893,航发动力
601628,中国人寿
603501,韦尔股份
000333,美的集团
601169,北京银行
600519,贵州茅台
600588,用友网络
601229,上海银行
600219,南山铝业
600900,长江电力
600999,招商证券
601006,大秦铁路
000630,铜陵有色
002142,宁波银行
000938,紫光股份
601216,君正集团
601360,三六零
002352,顺丰控股
600372,中航电子
601808,中海油服
601009,南京银行
600066,宇通客车
600919,江苏银行
600886,国投电力
600660,福耀玻璃
600928,西安银行
000627,天茂集团
600010,包钢股份
601021,春秋航空
600111,北方稀土
002841,视源股份
601577,长沙银行
601088,中国神华
600009,上海机场
600018,上港集团
300433,蓝思科技
000709,河钢股份
601881,中国银河
601018,宁波港
600221,海航控股
002236,大华股份
300136,信维通信
601989,中国重工
000656,金科股份
601898,中煤能源
601818,光大银行
601998,中信银行
601838,成都银行
600000,浦发银行
601238,广汽集团
600183,生益科技
002027,分众传媒
601985,中国核电
601919,中远海控
600887,伊利股份
601600,中国铝业
601318,中国平安
600050,中国联通
600438,通威股份
000629,攀钢钒钛
601225,陕西煤业
600170,上海建工
601997,贵阳银行
000415,渤海租赁
002456,欧菲光
603833,欧派家居
000898,鞍钢股份
600926,杭州银行
600019,宝钢股份
000166,申万宏源
603899,晨光文具
000063,中兴通讯
601166,兴业银行
601012,隆基股份
600115,东方航空
600346,恒力石化
600029,南方航空
600637,东方明珠
000768,中航飞机
002736,国信证券
600362,江西铜业
002594,比亚迪
002230,科大讯飞
601155,新城控股
600036,招商银行
600958,东方证券
601111,中国国航
601336,新华保险
002304,洋河股份
002008,大族激光
000001,平安银行
600741,华域汽车
000858,五粮液
002410,广联达
600570,恒生电子
600487,亨通光电
000157,中联重科
000651,格力电器
601668,中国建筑
000069,华侨城Ａ
601601,中国太保
000568,泸州老窖
600522,中天科技
002081,金螳螂
600690,海尔智家
002202,金风科技
001979,招商蛇口
600606,绿地控股
600705,中航资本
002032,苏泊尔
000783,长江证券
600703,三安光电
000596,古井贡酒
000338,潍柴动力
600100,同方股份
600390,五矿资本
601688,华泰证券
002415,海康威视
002939,长城证券
600271,航天信息
300413,芒果超媒
600816,安信信托
600188,兖州煤业
600340,华夏幸福
002311,海大集团
601319,中国人保
601390,中国中铁
600004,白云机场
600104,上汽集团
000425,徐工机械
601211,国泰君安
002958,青农商行
600208,新湖中宝
601992,金隅集团
600585,海螺水泥
601117,中国化学
600031,三一重工
600048,保利地产
601377,兴业证券
000776,广发证券
600733,北汽蓝谷
600352,浙江龙盛
603019,中科曙光
000961,中南建设
600030,中信证券
601618,中国中冶
600369,西南证券
600176,中国巨石
600837,海通证券
601669,中国电建
000002,万科A
002146,荣盛发展
600109,国金证券
002508,老板电器
601186,中国铁建
600809,山西汾酒
002673,西部证券
601788,光大证券
600068,葛洲坝
000671,阳光城
601198,东兴证券
002945,华林证券
600383,金地集团
300033,同花顺
000786,北新建材
300498,温氏股份
000728,国元证券
300059,东方财富
601555,东吴证券
002271,东方雨虹
601800,中国交建
601162,天风证券
600061,国投资本
601878,浙商证券
601108,财通证券
601236,红塔证券
601066,中信建投
